"MotifID","Frm","Total_Coverage","Position"
2333,100,22,1488228
2334,100,32,1488768
2335,100,17,1488808
2336,100,31,1489696
2337,94.7368421052632,19,1489760
2338,100,19,1489812
2339,88.4607692307692,26,1490158
2340,94.5940540540541,37,1490955
2341,90,10,1492314
2342,100,27,1492674
2343,100,22,1494021
2344,100,20,1494167
2345,88.0012,25,1494466
2346,96.2977777777778,27,1494569
2347,100,15,1495071
2348,100,18,1495093
2349,100,9,1495702
2350,90.4771428571429,21,1497290
2351,70,10,1500482
2352,100,22,1503757
2353,86.666,15,1504449
2354,100,19,1506112
2355,28.5714285714286,14,1506723
2356,88.2364705882353,17,1506927
2357,100,15,1507026
2358,95.6526086956522,23,1507049
2359,100,13,1509193
2360,100,19,1509499
2361,92,25,1510906
2362,100,10,1513623
2363,94.1182352941177,17,1513680
2364,100,15,1514920
2365,100,9,1515505
2366,100,14,1515788
2367,100,7,1516029
2368,100,7,1516044
2369,100,8,1516195
2370,88.8888888888889,9,1516379
2371,100,4,1516513
2372,83.335,6,1517581
2373,100,9,1517997
2374,100,4,1518932
2375,85.7142857142857,7,1518978
2376,75,4,1518994
2377,100,6,1519104
2378,100,5,1520069
2388,100,5,1529148
2389,100,2,1529498
2390,100,3,1530196
2391,100,3,1530855
2392,100,1,1531980
2393,100,2,1532036
2394,100,1,1532167
2395,100,1,1532568
2397,100,1,1532965
2398,50,2,1533509
2399,100,1,1533668
2400,100,1,1534135
2401,100,2,1534913
2403,50,2,1535595
2404,100,3,1536097
2405,66.6666666666667,3,1536205
2406,100,3,1536567
2407,100,2,1536806
2408,100,10,1537655
2409,100,7,1537825
2410,100,11,1537855
2411,100,7,1538331
2412,100,8,1538550
2413,100,6,1540360
2414,100,7,1540686
2415,100,9,1541270
2416,90.91,11,1542412
2417,93.75,16,1542476
2418,100,20,1544224
2419,100,20,1544275
2420,100,10,1545024
2421,100,8,1545516
2422,100,4,1545687
2423,91.6666666666667,12,1545937
2424,100,6,1546399
2425,100,10,1548538
2426,100,13,1548562
2427,92.8571428571429,14,1550262
2428,76.9230769230769,13,1550528
2429,60.002,10,1550539
2430,90.9090909090909,11,1550959
2431,90,10,1552218
2432,100,11,1552753
2433,92.3061538461538,13,1552809
2434,100,15,1552912
2435,92.8557142857143,14,1553733
2436,93.334,15,1554354
2437,100,8,1555269
2438,88.8888888888889,9,1555551
2439,82.3505882352941,17,1556187
2440,64.2842857142857,14,1556780
2441,96.668,30,1556957
2442,100,17,1557438
2443,90,20,1557846
2444,95.455,22,1558977
2445,88.57,35,1560095
2446,96.5520689655173,29,1560692
2447,75,16,1560833
2448,100,24,1561199
2449,100,17,1561901
2450,100,29,1562467
2451,100,29,1562753
2452,87.4975,32,1563738
2453,95.4563636363636,22,1564006
2454,94.595945945946,37,1564065
2455,93.331,30,1565107
2456,94.7389473684211,19,1565313
2457,91.3013043478261,23,1565707
2458,100,14,1566399
2459,91.9984,25,1567040
2460,88.4615384615385,26,1568219
2461,100,26,1568548
2462,85.1840740740741,27,1569145
2463,92.8571428571429,14,1569356
2464,93.1037931034483,29,1571373
2465,85.1811111111111,27,1572110
2466,87.4991666666667,24,1573192
2467,95.83375,24,1573568
2468,100,22,1573891
2469,100,14,1575209
2470,100,29,1576049
2471,93.3333333333333,15,1576508
2472,100,33,1578660
2473,95.4545454545455,22,1579935
2474,96.5537931034483,29,1580336
2475,94.1182352941177,17,1582144
2476,93.5467741935484,31,1584037
2477,96.0004,25,1585902
2478,92.8557142857143,28,1586251
2479,94.1176470588235,17,1586506
2480,92.86,28,1586693
2481,88.2347058823529,17,1586741
2482,88.8892592592593,27,1586924
2483,90.9090909090909,11,1587764
2484,95.4563636363636,22,1588336
2485,100,17,1588357
2486,89.2857142857143,28,1588720
2487,96.87625,32,1590780
2488,100,19,1591349
2489,93.3356666666667,30,1592651
2490,100,29,1592760
2491,90.9054545454545,22,1593028
2492,100,34,1593074
2493,100,33,1594362
2494,100,27,1595097
2495,100,25,1595398
2496,100,35,1596403
2497,100,25,1597014
2498,96.43,28,1597569
2499,91.665,12,1598372
2500,100,26,1598618
2501,100,24,1598713
2502,100,21,1599028
2503,96.7741935483871,31,1599408
2504,100,14,1600766
2505,100,25,1600843
2506,96.1507692307692,26,1601018
2507,84.2121052631579,19,1601030
2508,100,29,1601621
2509,100,17,1601669
2510,100,17,1602247
2511,96,25,1603784
2512,100,27,1603864
2513,100,17,1603954
2514,100,16,1604466
2515,95.002,20,1604663
2516,100,32,1605854
2517,96.1553846153846,26,1606440
2518,63.6381818181818,11,1606986
2519,94.12,17,1607334
2520,100,25,1607749
2521,89.4742105263158,19,1608725
2522,95.455,22,1609166
2523,100,22,1610894
2524,17.6488235294118,17,1612376
2525,96.2962962962963,27,1615141
2526,86.2051724137931,29,1615711
2527,90.9090909090909,33,1616745
2528,62.498125,16,1617495
2529,92.5922222222222,27,1618776
2530,96.155,26,1619120
2531,81.24875,16,1619761
2532,96.2977777777778,27,1620416
2533,95.2380952380952,21,1620671
2534,96.5537931034483,29,1620809
2535,76.1871428571429,21,1622667
2536,92.8571428571429,28,1622934
2537,100,16,1624188
2538,95.4536363636364,22,1624295
2539,96.0012,25,1624422
2540,95.4545454545455,22,1624644
2541,84.996,20,1624686
2542,85.7142857142857,21,1624694
2543,94.7357894736842,19,1624733
2544,93.3313333333333,15,1624837
2545,96.0016,25,1624869
2546,95,20,1625341
2547,100,18,1626773
2548,100,14,1627348
2549,100,28,1629700
2550,84.2105263157895,19,1630111
2551,84.6169230769231,13,1631490
2552,100,23,1632370
2553,100,9,1632877
2554,85.7157142857143,14,1632924
2555,94.1176470588235,17,1633344
2556,91.3052173913044,23,1633374
2557,86.3654545454545,22,1634361
2558,100,15,1635202
2559,95.2395238095238,21,1635250
2560,100,16,1636273
2561,100,21,1637447
2562,95.6539130434783,23,1637989
2563,100,25,1638124
2564,89.4715789473684,19,1639864
2565,94.445,18,1641551
2566,100,14,1642073
2567,90,10,1642454
2568,88.8888888888889,18,1642538
2569,86.9565217391304,23,1642757
2570,94.7368421052632,19,1643164
2571,100,17,1643300
2572,95.4531818181818,22,1644331
2573,92.5933333333333,27,1645618
2574,88.8888888888889,18,1646094
2575,81.8168181818182,22,1646761
2576,84.6115384615384,13,1647400
2577,77.7766666666667,18,1647650
2578,75.0025,16,1647902
2579,81.8163636363636,11,1647913
2580,93.3333333333333,15,1649113
2581,83.335,12,1649240
2582,95.4522727272727,22,1649682
2583,78.9473684210526,19,1650440
2584,100,18,1651579
2585,85.7142857142857,21,1653481
2586,53.8453846153846,13,1653523
2587,100,19,1654738
2588,100,17,1655033
2589,90.4766666666667,21,1656150
2590,100,19,1657302
2591,100,14,1657845
2592,88.2364705882353,17,1658512
2593,100,17,1659716
2594,94.1164705882353,17,1660621
2595,100,23,1661205
2596,100,14,1662432
2597,75.0025,4,1663662
2598,83.3308333333333,12,1664259
2599,72.7263636363636,11,1664547
2600,92.855,14,1664657
2601,85.7142857142857,14,1665349
2602,100,17,1665484
2603,94.4444444444444,18,1666212
2604,100,22,1667294
2605,100,16,1668116
2606,100,7,1670061
2607,100,9,1670357
2608,70,10,1670446
2609,83.335,6,1670511
2610,100,9,1670549
2611,100,12,1670566
2612,60.0006666666667,15,1670742
2613,61.5384615384615,13,1670749
2614,100,16,1671494
2615,100,17,1671548
2616,100,15,1672827
2617,89.9975,20,1673260
2618,88.2358823529412,17,1673998
2619,100,20,1674825
2620,100,12,1676052
2621,82.3535294117647,17,1676195
2622,100,16,1676923
2623,85.715,14,1676947
2624,92.3076923076923,13,1677068
2625,100,15,1679493
2626,100,13,1680062
2627,80.001,10,1680824
2628,95.2371428571429,21,1682389
2629,64.7070588235294,17,1683290
2630,88.2364705882353,17,1683417
2631,94.4433333333333,18,1684131
2632,72.7272727272727,11,1684962
2633,71.43,14,1684975
2634,80.002,15,1687628
2635,100,10,1688220
2636,100,6,1689286
2637,100,13,1691073
2638,92.3061538461538,13,1692759
2639,95,20,1693130
2640,92.3061538461538,13,1693239
2641,90.9072727272727,11,1694418
2642,100,14,1694453
2643,72.7272727272727,11,1695823
2644,95.6539130434783,23,1697535
2645,100,8,1697923
2646,100,27,1698390
2647,94.4461111111111,18,1698801
2648,87.5,16,1699572
2649,100,12,1700263
2650,27.2718181818182,11,1700507
2651,100,10,1701070
2652,74.9975,12,1701408
2653,81.8163636363636,11,1702245
2654,72.7281818181818,11,1702273
2655,75.0025,12,1702402
2656,76.9246153846154,13,1702448
2657,76.9223076923077,13,1702473
2658,90.9090909090909,11,1702593
2659,83.3308333333333,12,1703365
2660,94.1158823529412,17,1704922
2661,88.89,9,1705141
2662,100,20,1705826
2663,100,17,1706086
2664,95,20,1706935
2665,94.1182352941177,17,1707186
2666,100,13,1708688
2667,92,25,1709108
2668,96.1538461538462,26,1709369
2669,88.465,26,1709978
2670,92.3084615384615,26,1710215
2671,94.4466666666667,18,1710692
2672,95.4545454545455,22,1711659
2673,80,10,1712157
2674,100,12,1712562
2675,94.114705882353,17,1714094
2676,100,16,1714578
2677,84.6169230769231,13,1716542
2678,100,10,1716597
2679,94.4444444444444,18,1717276
2680,90.91,22,1717842
2681,93.75,16,1719498
2682,95.455,22,1719753
2683,81.8190909090909,11,1720844
2684,100,19,1720932
2685,95.8333333333333,24,1721142
2686,100,12,1722242
2687,100,15,1722351
2688,100,11,1722772
2689,100,19,1724052
2690,86.6666666666667,15,1724846
2691,100,11,1724987
2692,100,12,1725110
2693,82.3529411764706,17,1725478
2694,77.78,9,1725786
2695,100,20,1726196
2696,100,14,1726642
2697,100,8,1727443
2698,100,13,1728278
2699,96.55,29,1729079
2700,95.2371428571429,21,1729709
2701,100,25,1730822
2702,95.002,20,1731013
2703,96.668,30,1731601
2704,100,21,1731794
2705,86.666,30,1731891
2706,88.2347058823529,17,1732388
2707,92.855,28,1733218
2708,82.6130434782609,23,1733897
2709,88.004,25,1734333
2710,100,26,1734447
2711,100,16,1734636
2712,90.91,22,1736606
2713,69.2338461538461,13,1737190
2714,86.6673333333333,15,1737430
2715,92.8571428571429,14,1740369
2716,94.1182352941177,17,1740391
2717,88.8888888888889,18,1740411
2718,100,25,1742102
2719,100,13,1743185
2720,100,19,1743726
2721,85.715,14,1744314
2722,90.4766666666667,21,1744761
2723,92.5925925925926,27,1745232
2724,100,21,1745948
2725,95.6521739130435,23,1746784
2726,100,18,1747624
2727,93.3333333333333,15,1747870
2728,100,18,1748375
2729,100,16,1749862
2730,100,25,1750026
2731,100,35,1750166
2732,93.5487096774194,31,1751389
2733,100,14,1751950
2734,100,28,1751977
2735,100,23,1754321
2736,95.2342857142857,21,1754583
2737,100,22,1754724
2738,100,27,1754741
2739,92.8578571428571,28,1756017
2740,100,30,1756053
2741,90.477619047619,21,1757188
2742,96.2985185185185,27,1757415
2743,100,24,1758075
2744,100,30,1758368
2745,93.75,32,1759091
2746,95.8333333333333,24,1759130
2747,100,18,1759430
2748,93.3313333333333,15,1759657
2749,92.8571428571429,14,1760518
2750,92.3061538461538,26,1761223
2751,100,25,1761498
2752,100,21,1761670
2753,100,13,1762009
2754,76.9230769230769,13,1762336
2755,100,14,1762548
2756,94.445,18,1763434
2757,50.002,10,1765042
2758,100,7,1765232
2759,100,13,1766058
2760,91.304347826087,23,1766767
2761,93.3333333333333,15,1768024
2762,94.7368421052632,19,1768040
2763,100,13,1768096
2764,100,17,1769526
2765,90.001,10,1770802
2766,83.335,12,1771419
2767,92.3076923076923,13,1771468
2768,100,16,1771663
2769,94.1164705882353,17,1771711
2770,100,25,1774352
2771,86.3627272727273,22,1775017
2772,88.8888888888889,9,1775024
2773,100,15,1775274
2774,92.5948148148148,27,1775850
2775,66.67,9,1777178
2776,100,9,1777268
2777,100,16,1778670
2778,94.7352631578947,19,1778757
2779,100,7,1778826
2780,94.4444444444444,18,1780450
2781,100,10,1781323
2782,92.8571428571429,14,1781857
2783,92.3084615384615,13,1782313
2784,100,12,1782587
2785,84.6169230769231,13,1783411
2786,66.6666666666667,9,1783984
2787,90.9072727272727,11,1784869
2788,93.3313333333333,15,1785332
2789,100,16,1785473
2790,94.1176470588235,17,1785698
2791,100,13,1787718
2792,76.4694117647059,17,1788726
2793,100,14,1788900
2794,90.4761904761905,21,1789302
2795,96.1553846153846,26,1790949
2796,100,18,1791371
2797,94.12,17,1794042
2798,100,23,1795056
2799,82.3529411764706,17,1796535
2800,96.1553846153846,26,1797067
2801,95.6521739130435,23,1797782
2802,82.3564705882353,17,1797855
2803,84.6153846153846,13,1797909
2804,93.3346666666667,30,1798402
2805,93.334,15,1799145
2806,90.9090909090909,11,1800131
2807,100,11,1800670
2808,80,5,1800677
2809,100,17,1800689
2810,100,23,1800783
2811,100,11,1801135
2812,90.9090909090909,11,1802454
2813,92.8571428571429,14,1802476
2814,81.8154545454545,11,1802505
2815,100,19,1802610
2816,87.5,24,1805431
2817,94.1176470588235,17,1805541
2818,72.7272727272727,11,1806105
2819,75,16,1806871
2820,100,13,1807427
2821,100,14,1807480
2822,100,15,1807693
2823,100,8,1808130
2824,81.8181818181818,11,1808380
2825,85.7157142857143,14,1809748
2826,100,15,1810700
2827,100,9,1811459
2828,91.6675,12,1811968
2829,100,10,1812143
2830,100,9,1812558
2831,95.2380952380952,21,1814095
2832,90.9072727272727,11,1816100
2833,90.9090909090909,11,1816193
2834,90.4733333333333,21,1816704
2835,100,13,1817541
2836,94.1182352941177,17,1817580
2837,100,18,1817649
2838,81.8181818181818,11,1817934
2839,100,8,1818717
2840,90.9072727272727,11,1819064
2841,100,11,1819161
2842,100,18,1819512
2843,90.9090909090909,11,1819813
2844,68.002,25,1821068
2845,100,17,1821644
2846,100,30,1823083
2847,100,26,1823634
2848,95.6526086956522,23,1826245
2849,88.8888888888889,18,1827750
2850,100,18,1827804
2851,84.2126315789474,19,1828719
2852,100,16,1829026
2853,75.0008333333333,12,1829977
2854,85,20,1830109
2855,100,14,1830765
2856,66.67,9,1830812
2857,100,14,1831917
2858,89.4715789473684,19,1831961
2859,100,21,1833335
2860,90,10,1833635
2861,100,13,1834915
2862,90.477619047619,21,1836039
2863,92.3061538461538,13,1836328
2864,100,26,1836869
2865,100,29,1836932
2866,75,12,1837370
2867,96.0016,25,1839655
2868,91.3069565217391,23,1839985
2869,100,28,1840081
2870,81.249375,16,1840613
2871,100,21,1842132
2872,96.4257142857143,28,1842629
2873,100,15,1843297
2874,100,31,1844706
2875,88.8922222222222,27,1847473
2876,93.9409090909091,33,1847528
2877,61.1083333333333,18,1849093
2878,90.9109090909091,22,1850660
2879,94.4444444444444,18,1851445
2880,84.2126315789474,19,1851910
2881,86.3654545454545,22,1852180
2882,90.6246875,32,1852449
2883,84.2115789473684,19,1852556
2884,100,23,1853287
2885,100,19,1853520
2886,85.7142857142857,7,1856981
2887,50,2,1857152
2888,66.6666666666667,3,1857157
2889,100,3,1857228
2890,100,8,1857593
2891,75,12,1862021
2892,100,18,1862110
2893,92.31,26,1862443
2894,100,12,1863364
2895,100,30,1866036
2896,89.6544827586207,29,1866538
2897,91.1764705882353,34,1869062
2898,100,31,1869454
2899,86.487027027027,37,1870353
2900,36.8431578947368,19,1874228
2901,78.9484210526316,19,1874394
2902,68.1836363636364,22,1874423
2903,89.2878571428571,28,1874667
2904,94.2845714285714,35,1874783
2905,92.8564285714286,28,1874800
2906,87.496875,32,1874914
2907,92.0004,25,1875624
2908,100,31,1876012
2909,84.3746875,32,1876157
2910,81.4833333333333,27,1876732
2911,79.1695833333333,24,1876927
2912,95.2380952380952,21,1877281
2913,91.6683333333333,24,1878093
2914,72.7268181818182,22,1878904
2915,89.4768421052632,19,1879627
2916,96.668,30,1879814
2917,80.95,21,1880500
2918,100,43,1882321
2919,73.3333333333333,30,1882952
2920,79.3127586206897,29,1883486
2921,97.2989189189189,37,1883636
2922,81.4833333333333,27,1886137
2923,97.6171428571429,42,1886764
2924,94.5943243243243,37,1886803
2925,62.96,27,1887202
2926,91.1776470588235,34,1887448
2927,89.7461538461538,39,1889125
2928,86.1111111111111,36,1890221
2929,100,42,1891008
2930,95.4522727272727,22,1892581
2931,86.6666666666667,30,1893362
2932,92.8571428571429,28,1893383
2933,74.0733333333333,27,1893487
2934,89.6551724137931,29,1893520
2935,78.2617391304348,23,1893757
2936,50,26,1894470
2937,100,25,1896512
2938,100,37,1896902
2939,97.7777777777778,45,1898315
2940,100,24,1898608
2941,96.667,30,1898629
2942,97.8744680851064,47,1899772
2943,96.2974074074074,27,1901127
2944,86.4886486486486,37,1903074
2945,89.1867567567568,37,1903184
2946,87.8026829268293,41,1903236
2947,82.8568571428571,35,1903346
2948,91.4265714285714,35,1903891
2949,100,11,1908134
2950,95.4563636363636,22,1908181
2951,100,20,1908228
2952,95.83125,24,1908271
2953,85,20,1908348
2954,81.82,22,1908369
2955,100,17,1908650
2956,82.7603448275862,29,1909839
2957,71.9996,25,1910177
2958,91.3021739130435,23,1911244
2959,86.3636363636364,22,1911709
2960,93.1013793103448,29,1911767
2961,100,26,1911784
2962,93.1031034482759,29,1913983
2963,74.0744444444444,27,1916291
2964,92.3076923076923,26,1917280
2965,100,24,1919086
2966,97.7254545454546,44,1919907
2967,100,41,1919944
2968,100,33,1920643
2969,66.6674358974359,39,1921401
2970,93.1818181818182,44,1921714
2971,97.9624489795918,49,1923128
2972,93.9996,50,1924369
2973,79.998,40,1924911
2974,97.2230555555555,36,1925498
2975,100,25,1925588
2976,100,39,1927636
2977,94.8723076923077,39,1928116
2978,80.6467741935484,31,1928571
2979,88.2335294117647,34,1930374
2980,94.2874285714286,35,1935539
2981,100,19,1935772
2982,96.5531034482759,29,1935794
2983,93.7475,48,1936574
2984,100,34,1936612
2985,97.6178571428571,42,1937822
2986,90.3212903225807,31,1939696
2987,88.46,26,1943323
2988,94.4441666666667,36,1944657
2989,93.33,30,1945272
2990,100,29,1945948
2991,70.835,24,1946701
2992,97.4358974358974,39,1948539
2993,94.8728205128205,39,1948567
2994,93.5483870967742,31,1949106
2995,100,41,1950135
2996,86.8431578947368,38,1950713
2997,100,22,1951580
2998,64.7058823529412,17,1953236
2999,87.49875,32,1953793
3000,93.334,30,1956590
3001,83.8716129032258,31,1958086
3002,77.4190322580645,31,1958139
3003,100,39,1959524
3004,93.6163829787234,47,1960858
3005,96.6676666666667,30,1960975
3006,84.375,32,1961276
3007,97.295945945946,37,1961380
3008,96.9709090909091,33,1961422
3009,100,28,1961801
3010,95.4559090909091,44,1963042
3011,92.8576190476191,42,1963103
3012,91.6666666666667,24,1964067
3013,83.332,30,1964081
3014,100,33,1965405
3015,100,31,1966124
3016,100,32,1966782
3017,93.33,30,1967124
3018,96.5531034482759,29,1967377
3019,96.87625,32,1967422
3020,92.59,27,1967547
3021,100,31,1967692
3022,89.4747368421053,19,1968548
3023,96.43,28,1969569
3024,75,20,1969782
3025,81.251875,16,1969949
3026,76.9230769230769,13,1972511
3027,88.2329411764706,17,1972702
3028,83.335,6,1974047
3029,100,5,1974475
3030,100,11,1974523
3031,71.4285714285714,14,1974851
3032,90.9090909090909,11,1974885
3033,90.9063636363636,11,1976295
3034,100,11,1976310
3035,95.2380952380952,21,1976901
3036,86.664,15,1976992
3037,100,15,1978054
3038,87.5,8,1978679
3039,93.75,16,1979138
3040,84.2115789473684,19,1979705
3041,89.4742105263158,19,1980104
3042,100,19,1981195
3043,100,12,1982101
3044,95.835,24,1982245
3045,92.5925925925926,27,1982643
3046,86.668,15,1983172
3047,96.0016,25,1983735
3048,80.6435483870968,31,1984120
3049,76.1909523809524,21,1984306
3050,89.6562068965517,29,1984955
3051,90.477619047619,21,1985245
3052,92.592962962963,27,1986731
3053,96.2962962962963,27,1988335
3054,90.9113636363636,22,1988680
3055,100,17,1990169
3056,95.2395238095238,21,1990855
3057,55.5533333333333,18,1991620
3058,66.67,18,1991650
3059,80.9519047619048,21,1991815
3060,37.50125,16,1992188
3061,56.253125,16,1992209
3062,84.2105263157895,19,1992541
3063,96.0016,25,1993168
3064,78.5714285714286,14,1993662
3065,92,25,1994419
3066,94.7342105263158,19,1994828
3067,87.5025,16,1995064
3068,100,18,1995272
3069,89.2839285714286,28,1996962
3070,88.4615384615385,26,1997354
3071,77.7777777777778,27,1998410
3072,97.0588235294118,34,2000009
3073,86.36,22,2000281
3074,95.4559090909091,22,2001013
3075,92.5948148148148,27,2001173
3076,100,21,2001527
3077,81.82,22,2003174
3078,100,27,2003733
3079,92.8564285714286,28,2003973
3080,70,30,2005568
3081,96.4278571428571,28,2005987
3082,50.0005,20,2006181
3083,94.7373684210526,19,2008218
3084,73.3333333333333,15,2008354
3085,100,32,2008939
3086,82.145,28,2009224
3087,100,16,2010297
3088,95.4563636363636,22,2010793
3089,88.2370588235294,17,2011022
3090,100,18,2011181
3091,81.8154545454545,11,2011248
3092,95.4545454545455,22,2011550
3093,83.335,18,2012017
3094,86.9565217391304,23,2012607
3095,100,27,2013205
3096,90.91,22,2013292
3097,88.0024,25,2013964
3098,92.8571428571429,28,2014865
3099,95.6521739130435,46,2016165
3100,89.6531034482759,29,2016222
3101,83.8716129032258,31,2017119
3102,84.6146153846154,26,2017218
3103,96.7774193548387,31,2017505
3104,100,32,2017706
3105,93.3333333333333,30,2018027
3106,85.1811111111111,27,2018152
3107,94.7368421052632,19,2018500
3108,81.82,22,2019104
3109,62.5025,16,2020544
3110,73.6815789473684,19,2021609
3111,73.334,15,2021739
3112,96.668,30,2022592
3113,93.5451612903226,31,2022955
3114,84.6153846153846,13,2023375
3115,100,24,2026581
3116,95.4545454545455,22,2026677
3117,86.2075862068966,29,2027911
3118,100,34,2028844
3119,92.8571428571429,14,2029713
3120,95.835,24,2030517
3121,70.5882352941177,17,2031218
3122,92.3061538461538,26,2031938
3123,95.0005,20,2032775
3124,96.2962962962963,27,2033523
3125,100,19,2034021
3126,90.4771428571429,21,2034749
3127,95.2380952380952,21,2036256
3128,100,26,2036358
3129,100,19,2036445
3130,100,13,2036526
3131,86.668,15,2036906
3132,100,15,2038141
3133,91.6666666666667,12,2038879
3134,89.4747368421053,19,2039680
3135,100,15,2039909
3136,100,16,2040121
3137,92.3053846153846,13,2040856
3138,91.6641666666666,12,2041023
3139,93.748125,16,2042163
3140,100,18,2042300
3141,88.2364705882353,17,2042664
3142,63.6336363636364,11,2044159
3143,100,10,2045159
3144,100,20,2045474
3145,100,5,2045957
3146,83.3333333333333,6,2045962
3147,100,17,2046906
3148,100,23,2047389
3149,100,18,2047964
3150,89.4715789473684,19,2048090
3151,87.5,8,2049441
3152,88.8888888888889,9,2049446
3153,100,13,2050388
3154,100,12,2050889
3155,100,7,2051318
3156,100,9,2052018
3157,100,10,2052632
3158,100,16,2052746
3159,94.445,18,2054825
3160,66.6666666666667,9,2055377
3161,42.8571428571429,14,2055571
3162,95,20,2057656
3163,100,21,2057773
3164,100,17,2058747
3165,100,14,2058753
3166,68.4221052631579,19,2059881
3167,72.7245454545454,11,2059952
3168,70.003,10,2060163
3169,86.6666666666667,15,2062156
3170,76.4688235294118,17,2062390
3171,100,21,2063366
3172,88.2335294117647,17,2066951
3173,95.455,22,2067164
3174,100,22,2068919
3175,88.8866666666667,9,2070518
3176,45.4563636363636,11,2070524
3177,90.9063636363636,11,2070640
3178,93.75,16,2070964
3179,95.24,21,2073251
3180,81.249375,16,2073795
3181,92.8557142857143,14,2074647
3182,100,7,2076597
3183,100,13,2076921
3184,81.25,16,2077151
3185,100,18,2077248
3186,100,11,2078556
3187,93.748125,16,2078921
3188,94.445,18,2079405
3189,96.1519230769231,26,2079984
3190,100,26,2080036
3191,93.55,31,2080104
3192,96.0012,25,2080294
3193,100,19,2081314
3194,100,9,2081664
3195,92.3053846153846,13,2082027
3196,92.8578571428571,14,2083980
3197,77.7777777777778,9,2085247
3198,100,6,2086843
3199,100,7,2086940
3200,0,4,2087588
3201,12.5,8,2088251
3202,57.1442857142857,7,2088456
3203,80.002,5,2088575
3204,30.7723076923077,13,2088683
3205,100,13,2090498
3206,100,10,2090767
3207,87.50125,8,2091621
3208,94.4433333333333,18,2092927
3209,100,11,2094067
3210,66.666,15,2094714
3211,100,11,2095491
3212,95,20,2098882
3213,82.6086956521739,23,2101187
3214,69.2307692307692,13,2103818
3215,95.4563636363636,22,2104282
3216,100,17,2107850
3217,79.998,15,2107878
3218,95.2395238095238,21,2110134
3219,100,16,2110732
3220,100,13,2111530
3221,90,10,2113017
3222,92.8557142857143,14,2113227
3223,79.9986666666667,15,2114546
3224,86.6666666666667,15,2114885
3225,92.8571428571429,14,2116932
3226,100,12,2118264
3227,95.2385714285714,21,2119010
3228,92.3076923076923,13,2119926
3229,100,19,2120044
3230,94.7373684210526,19,2121215
3231,96.1553846153846,26,2123219
3232,63.6345454545455,11,2124604
3233,79.998,15,2125901
3234,84.2115789473684,19,2125917
3235,89.6531034482759,29,2126839
3236,79.998,10,2128136
3237,100,22,2128510
3238,96.2962962962963,27,2131208
3239,100,18,2132782
3240,97.2194444444444,36,2139059
3241,96.551724137931,29,2139147
3242,100,26,2140609
3243,100,19,2141005
3244,96.7741935483871,31,2141240
3245,90.4761904761905,21,2141699
3246,94.7368421052632,19,2142335
3247,100,24,2142733
3248,100,20,2147832
3249,95.8333333333333,24,2148669
3250,21.43,28,2148927
3251,100,23,2150816
3252,100,26,2151212
3253,100,28,2151430
3254,100,23,2151882
3255,100,25,2152258
3256,100,28,2152309
3257,100,24,2152963
3258,83.3341666666667,12,2154488
3259,84.6161538461538,13,2154585
3260,79.998,15,2155688
3261,93.748125,16,2156701
3262,100,20,2157091
3263,100,16,2157901
3264,95.6521739130435,23,2158953
3265,100,19,2159547
3266,100,21,2160203
3267,100,21,2160276
3268,100,14,2162664
3269,100,19,2162797
3270,88.4626923076923,26,2163052
3271,100,14,2164221
3272,94.4427777777778,18,2164352
3273,93.750625,16,2165064
3274,84.6153846153846,13,2165501
3275,100,14,2165679
3276,91.6641666666666,12,2166546
3277,100,16,2167536
3278,94.12,17,2168553
3279,88.8888888888889,9,2168778
3280,85.0015,20,2168939
3281,100,25,2169107
3282,95.8333333333333,24,2170343
3283,100,15,2171369
3284,93.750625,16,2172636
3285,100,14,2172848
3286,100,12,2172887
3287,100,16,2173504
3288,92.8571428571429,14,2174132
3289,100,11,2175512
3290,100,14,2176077
3291,57.1414285714286,7,2176222
3292,54.5472727272727,11,2176326
3293,100,16,2178101
3294,100,21,2178158
3295,100,22,2178216
3296,100,18,2179624
3297,100,14,2180765
3298,89.998,10,2181432
3299,100,19,2183398
3300,100,14,2183439
3301,100,16,2183566
3302,100,19,2183813
3303,88.8888888888889,18,2183872
3304,92.5944444444444,27,2184281
3305,100,26,2184343
3306,88.8888888888889,9,2185378
3307,92.3076923076923,13,2185390
3308,87.5,16,2185865
3309,93.3333333333333,15,2186642
3310,100,20,2188425
3311,100,22,2190148
3312,100,25,2191264
3313,100,26,2191435
3314,100,22,2191751
3315,94.7368421052632,19,2192166
3316,100,32,2192335
3317,96.0016,25,2192409
3318,96,25,2193378
3319,100,19,2193954
3320,91.305652173913,23,2194433
3321,92.3084615384615,13,2195990
3322,95.4559090909091,22,2196679
3323,89.4736842105263,19,2196726
3324,100,13,2197752
3325,100,12,2197892
3326,100,10,2198142
3327,91.6666666666667,12,2199972
3328,90.9063636363636,11,2200795
3329,100,22,2201782
3330,92.5944444444444,27,2202600
3331,92.8557142857143,14,2202755
3332,90.9109090909091,22,2202910
3333,89.998,20,2202997
3334,100,13,2203390
3335,100,12,2203593
3336,93.3333333333333,15,2204857
3337,90.3229032258065,31,2205818
3338,95,20,2206096
3339,92.8571428571429,14,2206885
3340,100,17,2208089
3341,81.8190909090909,11,2210140
3342,73.334,15,2210919
3343,81.8163636363636,11,2211528
3344,100,13,2211720
3345,94.7352631578947,19,2211840
3346,100,11,2211915
