"MotifID","Position","Strand","Frm","Coverage","n_samples"
1424,2899077,"+",98.9563541666667,96,2
1425,2901388,"+",87.2772727272727,55,2
1426,2903685,"+",98.5488405797101,69,2
1427,2908574,"+",98.6672,75,2
1428,2908634,"+",98.5098507462687,67,2
1429,2911042,"+",98.9820408163265,98,2
1430,2911415,"+",99.0663551401869,107,2
1431,2912366,"+",90.3233870967742,62,2
1432,2915968,"+",96.7028571428571,91,2
1433,2918446,"+",92.8585714285714,84,2
1434,2919306,"+",83.8693548387097,62,2
1435,2919843,"+",96.340243902439,82,2
1436,2920035,"+",88.1696774193548,93,2
1437,2921838,"+",98.7194871794872,78,2
1438,2923772,"+",97.6166666666667,84,2
1439,2923922,"+",100,96,2
1440,2926921,"+",98.9,91,2
1441,2927337,"+",100,88,2
1442,2928466,"+",100,99,2
1443,2928630,"+",100,90,2
1444,2929819,"+",100,85,2
1445,2930751,"+",100,82,2
1446,2932230,"+",100,83,2
1447,2932951,"+",74.1945161290323,31,2
1448,2933073,"+",100,81,2
1449,2933280,"+",100,86,2
1450,2934611,"+",98.3622950819672,61,2
1451,2940538,"+",96.4877192982456,57,2
1452,2940605,"+",92.4535849056604,53,2
1453,2943224,"+",100,56,2
1454,2945758,"+",98.3606557377049,61,2
1455,2946437,"+",100,74,2
1456,2947004,"+",94.4455555555555,54,2
1457,2947200,"+",98.3622950819672,61,2
1458,2948538,"+",96.6105084745763,59,2
1459,2949430,"+",97.2222222222222,72,2
1460,2952491,"+",93.18,44,2
1461,2956095,"+",98.78,82,2
1462,2956924,"+",100,58,2
1463,2958069,"+",80.3557142857143,56,2
1464,2961037,"+",100,79,2
1465,2963523,"+",98.8623863636364,88,2
1466,2964217,"+",100,103,2
1467,2965840,"+",100,76,2
1468,2970229,"+",99.0116831683168,101,2
1469,2970670,"+",100,91,2
1470,2971667,"+",100,67,2
1471,2971796,"+",98.8107142857143,84,2
1472,2971958,"+",100,93,2
1473,2973569,"+",98.6460810810811,74,2
1474,2974168,"+",98.9111956521739,92,2
1475,2974375,"+",100,79,2
1476,2974423,"+",98.9136956521739,92,2
1477,2975401,"+",97.2981081081081,74,2
1478,2975509,"+",100,84,2
1479,2981627,"+",97.5614634146341,82,2
1480,2982736,"+",97.6180952380952,84,2
1481,2983591,"+",97.8731914893617,94,2
1482,2987857,"+",95.653768115942,69,2
1483,2988980,"+",97.648,85,2
1484,2989113,"+",100,103,2
1485,2991142,"+",91.0276923076923,78,2
1486,2993384,"+",100,94,2
1487,2996198,"+",95.5866176470588,68,2
1488,2996305,"+",100,87,2
1489,2996787,"+",100,99,2
1490,2997200,"+",88.4621153846154,52,2
1491,2997899,"+",97.1802816901408,71,2
1492,2998390,"+",98.8367441860465,86,2
1493,2999893,"+",98.9679381443299,97,2
1494,3000787,"+",90.4097260273973,73,2
1495,3002714,"+",100,116,2
1496,3008161,"+",97.0573529411765,68,2
1497,3008825,"+",100,70,2
1498,3009958,"+",96.4257142857143,56,2
1499,3010185,"+",98.5921126760563,71,2
1500,3012771,"+",97.0012,100,2
1501,3013013,"+",97.752808988764,89,2
1502,3013155,"+",93.6495238095238,63,2
1503,3013281,"+",100,101,2
1504,3015373,"+",100,84,2
1505,3017746,"+",100,73,2
1506,3019972,"+",97.3661842105263,76,2
1507,3022098,"+",98.6842105263158,76,2
1508,3024983,"+",100,78,2
1509,3031483,"+",96.8238095238095,63,2
1510,3031904,"+",90.9078787878788,66,2
1511,3034197,"+",96.1538461538462,52,2
1512,3036369,"+",98.7018181818182,77,2
1513,3037094,"+",100,111,2
1514,3037448,"+",100,113,2
1515,3043211,"+",100,106,2
1516,3043769,"+",95.4518181818182,66,2
1517,3044038,"+",100,102,2
1518,3044255,"+",89.8721518987342,79,2
1519,3049573,"+",97.754606741573,89,2
1520,3052883,"+",98.9709278350516,97,2
1521,3053886,"+",96.7379347826087,92,2
1522,3054411,"+",97.1444285714286,70,2
1523,3056315,"+",99.0211764705882,102,2
1524,3056465,"+",100,80,2
1525,3058160,"+",97.22,72,2
1526,3058232,"+",95.7728169014084,71,2
1527,3058421,"+",98.95875,96,2
1528,3059932,"+",92.6482352941176,68,2
1529,3060491,"+",100,80,2
1530,3061680,"+",100,73,2
1531,3061997,"+",98.5722857142857,70,2
1532,3062492,"+",100,86,2
1533,3062677,"+",100,86,2
1534,3063220,"+",98.7973493975904,83,2
1535,3066050,"+",90.1683606557377,61,2
1536,3066967,"+",100,88,2
1537,3069539,"+",100,74,2
1538,3072061,"+",98.111320754717,53,2
1539,3072081,"+",87.7567346938775,49,2
1540,3073288,"+",90.3838461538461,52,2
1541,3073606,"+",100,89,2
1542,3073972,"+",98.4615384615385,65,2
1543,3075368,"+",100,91,2
1544,3075394,"+",100,89,2
1545,3079094,"+",100,60,2
1546,3082339,"+",96.9672727272727,66,2
1547,3084928,"+",100,45,2
1548,3088099,"+",98.1794545454545,55,2
1549,3088524,"+",98.5530434782609,69,2
1550,3089063,"+",100,67,2
1551,3092863,"+",100,85,2
1552,3093610,"+",97.4038961038961,77,2
1553,3093625,"+",97.676511627907,86,2
1554,3096712,"+",92.0655555555555,63,2
1555,3098166,"+",93.9375757575757,66,2
1556,3098804,"+",100,84,2
1557,3099584,"+",100,79,2
1558,3100613,"+",100,70,2
1559,3101208,"+",100,67,2
1560,3102794,"+",100,75,2
1561,3106894,"+",82.7603448275862,29,2
1562,3107076,"+",97.915,48,2
1563,3109098,"+",98.111320754717,53,2
1564,3109414,"+",93.48,46,2
1565,3110070,"+",100,49,2
1566,3110227,"+",96.2245283018868,53,2
1567,3113720,"+",98.3033898305085,59,2
1568,3113872,"+",98.7806097560976,82,2
1569,3115438,"+",98.5513043478261,69,2
1570,3116913,"+",100,77,2
1571,3117426,"+",100,82,2
1572,3120792,"+",100,89,2
1573,3121809,"+",100,79,2
1574,3125925,"+",100,94,2
1575,3126345,"+",100,77,2
1576,3126750,"+",100,87,2
1577,3127483,"+",98.6828947368421,76,2
1578,3132476,"+",98.5901408450704,71,2
1579,3134048,"+",91.0242307692308,78,2
1580,3138426,"+",100,85,2
1581,3138540,"+",100,93,2
1582,3139657,"+",95.998,75,2
1583,3141555,"+",100,58,2
1584,3141860,"+",100,72,2
1585,3142238,"+",98.7192307692308,78,2
1586,3148941,"+",100,97,2
1587,3152492,"+",100,94,2
1588,3153335,"+",97.0982608695652,69,2
1589,3154370,"+",98.6460810810811,74,2
1590,3154876,"+",100,112,2
1591,3157760,"+",99.0669158878505,107,2
1592,3158450,"+",100,113,2
1593,3158934,"+",97.7552808988764,89,2
1594,3159507,"+",100,104,2
1595,3161572,"+",97.6737209302326,86,2
1596,3161771,"+",96.2048101265823,79,2
1597,3162631,"+",99.009900990099,101,2
1598,3165312,"+",96.5126744186046,86,2
1599,3167010,"+",100,117,2
1600,3169007,"+",98.1986486486486,111,2
1601,3172980,"+",99.1080357142857,112,2
1602,3173037,"+",99.13,115,2
1603,3180792,"+",100,96,2
1604,3180855,"+",100,74,2
1605,3185416,"+",100,103,2
1606,3186207,"+",98.9996,100,2
1607,3187395,"+",100,80,2
1608,3189442,"+",99.0368269230769,104,2
1609,3190684,"+",100,95,2
1610,3191382,"+",100,103,2
1611,3193514,"+",93.4427868852459,61,2
1612,3193812,"+",99.0123762376238,101,2
1613,3193980,"+",100,92,2
1614,3198277,"+",100,96,2
1615,3200565,"+",96.59,88,2
1616,3201640,"+",99.0300970873786,103,2
1617,3201733,"+",99.0122772277228,101,2
1618,3203676,"+",95.1226829268293,82,2
1619,3207614,"+",97.5303703703704,81,2
1620,3215376,"+",89.9993333333334,60,2
1621,3221274,"+",99.0825688073395,109,2
1622,3221490,"+",100,106,2
1623,3223532,"+",100,110,2
1624,3224517,"+",94.996,60,2
1625,3224748,"+",97.8021978021978,91,2
1626,3229901,"+",100,92,2
1627,3230003,"+",98.9915151515151,99,2
1628,3231257,"+",96.4295238095238,84,2
1629,3233148,"+",100,98,2
1630,3233939,"+",98.935,94,2
1631,3237428,"+",100,96,2
1632,3238259,"+",97.7753333333333,90,2
1633,3239028,"+",98.8386046511628,86,2
1634,3239799,"+",97.1415714285714,70,2
1635,3240876,"+",98.9917171717172,99,2
1636,3240957,"+",99.0080198019802,101,2
1637,3241756,"+",98.5714285714286,70,2
1638,3243457,"+",98.3333333333333,60,2
1639,3248506,"+",100,87,2
1640,3252025,"+",94.4420833333333,72,2
1641,3252875,"+",100,110,2
1642,3266527,"+",97.78,90,2
1643,3271672,"+",100,84,2
1644,3272370,"+",100,88,2
1645,3274534,"+",100,75,2
1646,3274579,"+",96.1532051282051,78,2
1647,3274759,"+",100,86,2
1648,3276552,"+",95.5879411764706,68,2
1649,3277265,"+",97.336,75,2
1650,3279017,"+",100,99,2
1651,3281145,"+",100,94,2
1652,3285041,"+",98.334,60,2
1653,3288761,"+",98.8249411764706,85,2
1654,3290346,"+",100,82,2
1655,3291067,"+",96.248125,80,2
1656,3291687,"+",100,69,2
1657,3292309,"+",93.9412121212121,33,2
1658,3296505,"+",98.5921126760563,71,2
1659,3299488,"+",98.6508108108108,74,2
1660,3304020,"+",100,95,2
1661,3304524,"+",98.5707142857143,70,2
1662,3304710,"+",98.8247058823529,85,2
1663,3304866,"+",95.2937647058823,85,2
1664,3309643,"+",95.0015,80,2
1665,3310659,"+",97.5907228915663,83,2
1666,3311452,"+",98.824,85,2
1667,3311524,"+",93.9043902439024,82,2
1668,3313947,"+",98.3854838709677,62,2
1669,3314816,"+",100,110,2
1670,3314970,"+",98.8109523809524,84,2
1671,3315437,"+",100,74,2
1672,3321976,"+",100,69,2
1673,3326274,"+",91.6695,60,2
1674,3330359,"+",97.4707594936709,79,2
1675,3333277,"+",98.81,84,2
1676,3338590,"+",100,79,2
1677,3340020,"+",100,98,2
1678,3341165,"+",98.8744943820225,89,2
1679,3341568,"+",97.5287654320988,81,2
1680,3349925,"+",100,96,2
1681,3351731,"+",97.5614634146341,82,2
1682,3354409,"+",100,101,2
1683,3357010,"+",100,96,2
1684,3357304,"+",98.9484210526316,95,2
1685,3363194,"+",93.3329333333333,75,2
1686,3367786,"+",97.8260869565217,92,2
1687,3369952,"+",98.0006,100,2
1688,3370034,"+",100,104,2
1689,3370127,"+",99.0918181818182,110,2
1690,3372236,"+",100,86,2
1691,3373335,"+",99.2122047244095,127,2
1692,3374046,"+",96.6307865168539,89,2
1693,3374812,"+",98.5302941176471,68,2
1694,3375259,"+",100,102,2
1695,3378617,"+",98.0971428571429,105,2
1696,3378983,"+",99.1129203539823,113,2
1697,3379052,"+",99.0810091743119,109,2
1698,3379109,"+",92.0819801980198,101,2
1699,3383115,"+",98.9917171717172,99,2
1700,3385222,"+",99.1889430894309,123,2
1701,3385549,"+",84.9032075471698,53,2
1702,3388978,"+",97.7541573033708,89,2
1703,3390273,"+",100,98,2
1704,3390587,"+",99.0681308411215,107,2
1705,3393652,"+",96.6301123595506,89,2
1706,3395101,"+",99.1283478260869,115,2
1707,3395384,"+",100,112,2
1708,3395405,"+",88.8905050505051,99,2
1709,3396920,"+",95.06,81,2
1710,3402846,"+",100,105,2
1711,3404815,"+",100,122,2
1712,3405963,"+",97.4127586206897,116,2
1713,3408270,"+",100,98,2
1714,3410377,"+",100,101,2
1715,3411487,"+",84.002,75,2
1716,3413696,"+",100,92,2
1717,3414389,"+",100,101,2
1718,3416321,"+",100,89,2
1719,3418413,"+",100,67,2
1720,3418740,"+",100,65,2
1721,3420969,"+",88.6336363636364,44,2
1722,3430876,"+",97.6208333333333,84,2
1723,3431665,"+",97.8955789473684,95,2
1724,3436524,"+",98.9274193548387,93,2
1725,3437244,"+",95.24,63,2
1726,3438553,"+",100,58,2
1727,3438740,"+",97.6458823529412,85,2
1728,3448006,"+",100,75,2
1729,3448626,"+",96.0012,50,2
1730,3449098,"+",95.309375,64,2
1731,3449344,"+",100,68,2
1732,3451140,"+",91.9343548387097,62,2
1733,3452288,"+",100,75,2
1734,3455431,"+",91.8040983606557,61,2
1735,3456614,"+",98.336,60,2
1736,3457144,"+",91.9986666666667,75,2
1737,3457695,"+",100,78,2
1738,3458146,"+",98.3877419354839,62,2
1739,3458542,"+",97.915,48,2
1740,3460031,"+",92.502,40,2
1741,3461413,"+",100,35,2
1742,3466633,"+",98.7666666666667,81,2
1743,3468345,"+",100,101,2
1744,3468891,"+",100,103,2
1745,3475154,"+",98.9017582417583,91,2
1746,3476334,"+",100,90,2
1747,3482023,"+",99,100,2
1748,3482527,"+",98.7936144578313,83,2
1749,3482770,"+",98.5707142857143,70,2
1750,3485443,"+",100,113,2
1751,3493586,"+",100,106,2
1752,3494794,"+",100,89,2
1753,3496780,"+",100,68,2
1754,3498016,"+",94.99675,80,2
1755,3498196,"+",100,91,2
1756,3498301,"+",100,72,2
1757,3499312,"+",98.75,80,2
1758,3499518,"+",100,81,2
1759,3500387,"+",100,109,2
1760,3500433,"+",93.6167021276596,94,2
1761,3500502,"+",100,86,2
1762,3501075,"+",97.6758139534884,86,2
1763,3502792,"+",97.6769767441861,86,2
1764,3504294,"+",90.7388888888889,108,2
1765,3504617,"+",99.0986486486486,111,2
1766,3505242,"+",100,107,2
1767,3505287,"+",98.9923232323232,99,2
1768,3505793,"+",100,118,2
1769,3506369,"+",100,100,2
1770,3510765,"+",97.6484705882353,85,2
1771,3512316,"+",96.87625,64,2
1772,3529518,"+",96.668,60,2
1773,3530713,"+",92.6497058823529,68,2
1774,3537867,"+",96.2944444444444,54,2
1775,3538866,"+",98.4863636363636,66,2
1776,3540295,"+",97.9139583333333,48,2
1777,3545027,"+",92.6843902439024,82,2
1778,3546159,"+",100,84,2
1779,3546875,"+",97.2225,72,2
1780,3549258,"+",94.2053623188406,69,2
1781,3550160,"+",97.918125,96,2
1782,3551840,"+",100,100,2
1783,3558650,"+",97.2225,72,2
1784,3562985,"+",98.6656,75,2
1785,3566170,"+",95.835,48,2
1786,3568678,"+",98.8524137931035,87,2
1787,3571257,"+",99.0472380952381,105,2
1788,3571400,"+",100,113,2
1789,3572154,"+",96.9671212121212,66,2
1790,3584024,"+",98.3590163934426,61,2
1791,3584219,"+",99.050380952381,105,2
1792,3584233,"+",98.9665979381443,97,2
1793,3587625,"+",100,89,2
1794,3588090,"+",100,70,2
1795,3588850,"+",98.7165384615385,78,2
1796,3589855,"+",93.9427272727273,66,2
1797,3592694,"+",96.9681818181818,66,2
1798,3593480,"+",96.0764705882353,51,2
1799,3597711,"+",100,85,2
1800,3599136,"+",100,66,2
1801,3602458,"+",93.3326666666667,45,2
1802,3608386,"+",100,51,2
1803,3609131,"+",100,67,2
1804,3611167,"+",100,77,2
1805,3612659,"+",100,70,2
1806,3616934,"+",98.8376744186047,86,2
1807,3619792,"+",87.1805128205128,39,2
1808,3620541,"+",100,74,2
1809,3622645,"+",98.0759615384616,52,2
1810,3622720,"+",100,83,2
1811,3623106,"+",96.7745161290323,62,2
1812,3623430,"+",97.998,50,2
1813,3623832,"+",96.668,60,2
1814,3623949,"+",100,70,2
1815,3624835,"+",96.2048101265823,79,2
1816,3627837,"+",98.43546875,64,2
1817,3628140,"+",100,80,2
1818,3628171,"+",85.41625,48,2
1819,3632422,"+",98.8223529411765,85,2
1820,3641993,"+",94.8715384615384,78,2
1821,3642925,"+",98.8493103448276,87,2
1822,3650209,"+",97.5913253012048,83,2
1823,3653324,"+",93.4163157894737,76,2
1824,3653363,"+",89.4743859649123,57,2
1825,3655483,"+",89.4778947368421,76,2
1826,3658759,"+",87.7777777777778,90,2
1827,3659119,"+",100,94,2
1828,3659569,"+",100,103,2
1829,3660007,"+",98.1978378378378,111,2
1830,3663738,"+",96.002,75,2
1831,3664745,"+",100,88,2
1832,3667021,"+",97.8702127659574,94,2
1833,3668574,"+",77.2738636363636,44,2
1834,3669162,"+",100,79,2
1835,3669897,"+",100,75,2
1836,3677467,"+",98.8390697674419,86,2
1837,3678613,"+",96.2962962962963,54,2
1838,3681008,"+",100,86,2
1839,3681661,"+",100,75,2
1840,3683944,"+",91.1742647058824,68,2
1841,3687536,"+",97.5006666666667,120,2
1842,3690106,"+",97.8503225806452,93,2
1843,3691852,"+",100,92,2
1844,3691881,"+",94.940253164557,79,2
1845,3691918,"+",100,112,2
1846,3692565,"+",98.8102380952381,84,2
1847,3693058,"+",100,86,2
1848,3693613,"+",95.7769014084507,71,2
1849,3696679,"+",96.2035443037975,79,2
1850,3699593,"+",100,90,2
1851,3702705,"+",97.7247727272727,88,2
1852,3704564,"+",100,121,2
1853,3704919,"+",98.9795918367347,98,2
1854,3705015,"+",98.2125,112,2
1855,3705414,"+",95.8748453608248,97,2
1856,3706212,"+",99.211811023622,127,2
1857,3706263,"+",98.434921875,128,2
1858,3707908,"+",95.1005882352941,102,2
1859,3709601,"+",99.2999300699301,143,2
1860,3709670,"+",100,137,2
1861,3709733,"+",100,137,2
1862,3715863,"+",100,152,2
1863,3716708,"+",100,141,2
1864,3721478,"+",99.20144,125,2
1865,3721589,"+",99.1954838709677,124,2
1866,3721604,"+",97.6336220472441,127,2
1867,3723276,"+",95.8325,120,2
1868,3725244,"+",93.4798913043478,92,2
1869,3733664,"+",96.6302247191011,89,2
1870,3736449,"+",77.5544897959184,98,2
1871,3736960,"+",100,155,2
1872,3738191,"+",97.9323448275862,145,2
1873,3739024,"+",100,116,2
1874,3741153,"+",99.2974647887324,142,2
1875,3741390,"+",99.2456390977444,133,2
1876,3743836,"+",94.0696610169491,118,2
1877,3744717,"+",98.258,115,2
1878,3744873,"+",99.1873170731707,123,2
1879,3745804,"+",96.4901754385965,114,2
1880,3748388,"+",100,107,2
1881,3749675,"+",96.9059793814433,97,2
1882,3750621,"+",98.0024,100,2
1883,3752802,"+",100,112,2
1884,3754489,"+",99.0384615384615,104,2
1885,3756068,"+",96.873125,96,2
1886,3757894,"+",98.019702970297,101,2
1887,3759567,"+",98.8107142857143,84,2
1888,3759710,"+",99.0465714285714,105,2
1889,3760606,"+",99.1943548387097,124,2
1890,3760651,"+",99.1164601769912,113,2
1891,3761695,"+",100,96,2
1892,3762613,"+",97.0891262135922,103,2
1893,3764488,"+",100,93,2
1894,3769145,"+",96.5886363636364,88,2
1895,3771494,"+",98.2130357142857,112,2
1896,3772633,"+",97.5333333333333,81,2
1897,3773201,"+",100,109,2
1898,3773792,"+",99.138275862069,116,2
1899,3775238,"+",100,121,2
1900,3778602,"+",93.1066666666667,87,2
1901,3779150,"+",100,113,2
1902,3779262,"+",100,118,2
1903,3780143,"+",99.1159292035398,113,2
1904,3781174,"+",97.78,90,2
1905,3782828,"+",98.876404494382,89,2
1906,3785356,"+",100,115,2
1907,3786112,"+",96.7074725274725,91,2
1908,3786514,"+",100,91,2
1909,3787204,"+",100,107,2
1910,3789165,"+",100,111,2
1911,3792586,"+",97.0123880597015,67,2
1912,3793626,"+",98.5515942028986,69,2
1913,3794200,"+",100,95,2
1914,3794389,"+",100,91,2
1915,3794680,"+",98.9343617021277,94,2
1916,3798256,"+",100,82,2
1917,3800351,"+",100,85,2
1918,3802636,"+",98.8109523809524,84,2
1919,3803527,"+",98.9119565217391,92,2
1920,3803878,"+",99.065046728972,107,2
1921,3804980,"+",97.5880722891566,83,2
1922,3805645,"+",98.215,112,2
1923,3806861,"+",91.4904255319149,94,2
1924,3808119,"+",100,119,2
1925,3809868,"+",99.1538983050847,118,2
1926,3810018,"+",94.9470707070707,99,2
1927,3816318,"+",100,77,2
1928,3817578,"+",98.8376744186047,86,2
1929,3818340,"+",100,104,2
1930,3819182,"+",97.6720930232558,86,2
1931,3819705,"+",98.9679381443299,97,2
1932,3820517,"+",100,102,2
1933,3821613,"+",97.5913253012048,83,2
1934,3821967,"+",100,99,2
1935,3826662,"+",96.5097674418605,86,2
1936,3831691,"+",98.9221505376344,93,2
1937,3836283,"+",98.4111111111111,63,2
1938,3839823,"+",97.1703773584906,106,2
1939,3841777,"+",100,111,2
1940,3843306,"+",98.9374468085106,94,2
1941,3844998,"+",100,94,2
1942,3851660,"+",95.6510144927536,69,2
1943,3854079,"+",96.4302380952381,84,2
1944,3855284,"+",97.8,91,2
1945,3857098,"+",98.2473684210526,57,2
1946,3857683,"+",98.9983,100,2
1947,3858135,"+",91.0465671641791,67,2
1948,3861222,"+",98.9686597938144,97,2
1949,3864831,"+",81.6685,60,2
1950,3867939,"+",98.15,108,2
1951,3869385,"+",100,124,2
1952,3870169,"+",97.9352577319588,97,2
1953,3871988,"+",89.0384931506849,73,2
1954,3873754,"+",100,98,2
1955,3875860,"+",98.9130434782609,92,2
1956,3879665,"+",100,96,2
1957,3880816,"+",98.7956626506024,83,2
1958,3881051,"+",97.4686075949367,79,2
1959,3881233,"+",97.8952631578947,95,2
1960,3883671,"+",98.8775280898876,89,2
1961,3888632,"+",99.001,100,2
1962,3889628,"+",100,110,2
1963,3892813,"+",100,127,2
1964,3893102,"+",100,93,2
1965,3895166,"+",100,102,2
1966,3895550,"+",93.5926923076923,78,2
1967,3896291,"+",93.0711881188119,101,2
1968,3896601,"+",95.455,88,2
1969,3900613,"+",96.1016883116883,77,2
1970,3901941,"+",100,67,2
1971,3906840,"+",97.1444285714286,70,2
1972,3916196,"+",95.3744444444444,108,2
1973,3917561,"+",89.4752631578947,76,2
1974,3918035,"+",100,122,2
1975,3919125,"+",98.019702970297,101,2
1976,3920507,"+",98.9372340425532,94,2
1977,3921894,"+",92.9229203539823,113,2
1978,3925887,"+",98.3751219512195,123,2
1979,3926388,"+",85.8842352941176,85,2
1980,3928659,"+",93.9861654135338,133,2
1981,3930016,"+",96.922,130,2
1982,3930398,"+",97.3433628318584,113,2
1983,3932729,"+",100,124,2
1984,3933727,"+",90.5435135135135,74,2
1985,3935378,"+",97.3914782608696,115,2
1986,3941124,"+",97.5413934426229,122,2
1987,3956023,"+",97.7295454545455,88,2
1988,3966137,"+",93.5508064516129,62,2
1989,3966293,"+",97.501,80,2
1990,3970424,"+",99.1818032786885,122,2
1991,3971743,"+",100,101,2
1992,3971944,"+",86.8672727272727,99,2
1993,3974254,"+",97.2972972972973,111,2
1994,3975254,"+",99.2261240310078,129,2
1995,3976400,"+",98.9583333333333,96,2
1996,3979170,"+",97.8952631578947,95,2
1997,3981607,"+",96.2022784810127,79,2
1998,3985699,"+",100,74,2
1999,3988155,"+",100,40,2
2000,3993771,"+",89.1875675675676,74,2
2001,3994745,"+",92.9598591549296,71,2
2002,3998781,"+",96.8067021276596,94,2
2003,3999211,"+",96.3663636363636,110,2
2004,3999642,"+",98.336,120,2
2005,3999760,"+",98.1952252252252,111,2
2006,4002057,"+",99.1085714285714,112,2
2007,4004160,"+",97.1138461538462,104,2
2008,4006010,"+",99.2529850746269,134,2
2009,4007731,"+",100,151,2
2010,4008082,"+",99.3067361111111,144,2
2011,4008358,"+",92.9852631578947,114,2
2012,4011426,"+",100,113,2
2013,4023468,"+",97.618253968254,126,2
2014,4024336,"+",97.2960810810811,148,2
2015,4024782,"+",100,124,2
2016,4025205,"+",98.4016,125,2
2017,4026636,"+",97.0365925925926,135,2
2018,4027368,"+",99.130347826087,115,2
2019,4027473,"+",100,120,2
2020,4027992,"+",97.6760465116279,86,2
2021,4029138,"+",99.0082178217822,101,2
2022,4029939,"+",100,106,2
2023,4031398,"+",84.4437777777778,90,2
2024,4036026,"+",100,117,2
2025,4036982,"+",100,120,2
2026,4037189,"+",97.4562711864407,118,2
2027,4039442,"+",99.23,130,2
2028,4048484,"+",97.4781512605042,119,2
2029,4049696,"+",99.1593277310924,119,2
2030,4049759,"+",100,106,2
2031,4051007,"+",99.0172549019608,102,2
2032,4051773,"+",100,86,2
2033,4052837,"+",98.0008,100,2
2034,4055356,"+",100,122,2
2035,4056817,"+",97.893052631579,95,2
2036,4060575,"+",97.8030769230769,91,2
2037,4064159,"+",100,96,2
2038,4064748,"+",98.9791836734694,98,2
2039,4067363,"+",91.9531034482759,87,2
2040,4085922,"+",82.0515384615385,39,2
2041,4087698,"+",100,33,2
2042,4096252,"+",94.442962962963,54,2
2043,4097931,"+",96.97,66,2
2044,4098776,"+",60,80,2
2045,4100731,"+",89.3166990291262,103,2
2046,4102570,"+",76.2721186440678,118,2
2047,4104237,"+",98.2481578947368,114,2
2048,4109670,"+",100,77,2
2049,4117452,"+",94.8715384615384,78,2
2050,4118158,"+",96.8085106382979,94,2
2051,4118547,"+",100,116,2
2052,4121828,"+",99.1992,125,2
2053,4122104,"+",98.2905128205128,117,2
2054,4122224,"+",97.6501176470588,85,2
2055,4123643,"+",96.874140625,128,2
2056,4129358,"+",100,120,2
2057,4129445,"+",99.2341221374046,131,2
2058,4133988,"+",98.2775862068966,116,2
2059,4136762,"+",100,131,2
2060,4137642,"+",97.0574509803922,102,2
2061,4137762,"+",100,135,2
2062,4139616,"+",100,144,2
2063,4140618,"+",100,128,2
2064,4142927,"+",100,120,2
2065,4143300,"+",98.111320754717,106,2
2066,4144249,"+",98.5698571428571,140,2
2067,4145320,"+",95.2397619047619,84,2
2068,4146727,"+",97.9371134020619,97,2
2069,4148355,"+",100,128,2
2070,4148511,"+",100,125,2
2071,4148954,"+",96.9078350515464,97,2
2072,4150256,"+",100,146,2
2073,4151616,"+",98.163119266055,109,2
2074,4151715,"+",100,132,2
2075,4153892,"+",96.9953383458647,133,2
2076,4155158,"+",97.8597142857143,140,2
2077,4157558,"+",99.1393103448276,116,2
2078,4157991,"+",97.5808064516129,124,2
2079,4158626,"+",100,157,2
2080,4159175,"+",97.0289108910891,101,2
2081,4159514,"+",99.3484967320261,153,2
2082,4161505,"+",95.3666666666667,108,2
2083,4161633,"+",98.5609352517986,139,2
2084,4162179,"+",99.3352666666667,150,2
2085,4162233,"+",99.371320754717,159,2
2086,4162440,"+",99.3172602739726,146,2
2087,4162931,"+",99.16,119,2
2088,4168464,"+",99.3824074074074,162,2
2089,4174327,"+",100,116,2
2090,4175036,"+",99.2248062015504,129,2
2091,4181685,"+",100,86,2
2092,4182273,"+",99.2592592592593,135,2
2093,4183779,"+",96.5270833333333,144,2
2094,4184816,"+",98.6832236842105,152,2
2095,4186643,"+",96.5855555555556,117,2
2096,4188893,"+",98.3188235294118,119,2
2097,4191635,"+",100,114,2
2098,4193438,"+",93.0244186046512,86,2
2099,4193606,"+",99.0407692307692,104,2
2100,4194121,"+",98.4854545454545,66,2
2101,4207662,"+",88.802,125,2
2102,4214164,"+",98.6754966887417,151,2
2103,4215546,"+",94.3086991869919,123,2
2104,4219282,"+",96.87453125,128,2
2105,4223294,"+",84.9478494623656,93,2
2106,4227062,"+",100,130,2
2107,4229248,"+",95.1460194174757,103,2
2108,4232872,"+",97.4548305084746,118,2
2109,4233794,"+",95.535,112,2
2110,4235767,"+",98.9015384615385,91,2
2111,4241601,"+",99.3474509803922,153,2
2112,4241676,"+",99.261037037037,135,2
2113,4242797,"+",98.2301769911504,113,2
2114,4245477,"+",99.2513432835821,134,2
2115,4246402,"+",96.5784615384615,117,2
2116,4247095,"+",95.0478217821782,101,2
2117,4248051,"+",68.2931707317073,123,2
2118,4248616,"+",99.2857142857143,140,2
2119,4250962,"+",96.3211764705882,136,2
2120,4252147,"+",90.5140145985401,137,2
2121,4252854,"+",99.1948387096774,124,2
2122,4254281,"+",100,155,2
2123,4254956,"+",98.3873387096774,124,2
2124,4255217,"+",93.7041258741259,143,2
2125,4258847,"+",100,100,2
2126,4260081,"+",99.1921774193548,124,2
2127,4261845,"+",97.9592517006803,147,2
2128,4263268,"+",100,125,2
2129,4264577,"+",98.6290410958904,146,2
2130,4266114,"+",100,136,2
2131,4266762,"+",100,130,2
2132,4267542,"+",99.3401986754967,151,2
2133,4273725,"+",94.5050549450549,91,2
2134,4275629,"+",99.2746376811594,138,2
2135,4276031,"+",99.30625,144,2
2136,4277414,"+",98.5513043478261,138,2
2137,4277840,"+",100,149,2
